"SubjectID","Exercise","Body Average","Gravity Average","Body Jerk Average","Body Gyro Average","Body Jerk Gyro Average"
16,"LAYING",-0.961834634857143,-0.961834634857143,-0.988349656571429,-0.951777099571429,-0.990839526285714
16,"SITTING",-0.961879680724638,-0.961879680724638,-0.987472699130435,-0.946417382463768,-0.992444606231884
16,"STANDING",-0.969948825128205,-0.969948825128205,-0.989205231794872,-0.972528178205128,-0.992848576025641
16,"WALKING",-0.258766694117647,-0.258766694117647,-0.363144483529412,-0.485931932745098,-0.671541834117647
16,"WALKING_DOWN",0.191079793587447,0.191079793587447,-0.165908810808511,-0.309820427234043,-0.590896636382979
16,"WALKING_UP",-0.233990331568627,-0.233990331568627,-0.48321905,-0.308260568039216,-0.737705162156863
17,"LAYING",-0.953021411126761,-0.953021411126761,-0.981607627887324,-0.960733121690141,-0.985542411126761
17,"SITTING",-0.97274734640625,-0.97274734640625,-0.99281471515625,-0.967177744375,-0.996334795
17,"STANDING",-0.977635981410256,-0.977635981410256,-0.991742753589744,-0.978184576538462,-0.993672973717949
17,"WALKING",-0.151151487704918,-0.151151487704918,-0.301093269180328,-0.335009836885246,-0.517167440655738
17,"WALKING_DOWN",0.148951103536087,0.148951103536087,-0.221631694184783,-0.232641763307609,-0.540325787826087
17,"WALKING_UP",-0.0128062276916667,-0.0128062276916667,-0.357233897916667,-0.235191249091667,-0.637367490625
18,"LAYING",-0.986456241538462,-0.986456241538462,-0.98832154,-0.980740846769231,-0.993095122615385
18,"SITTING",-0.983674151754386,-0.983674151754386,-0.989869574561404,-0.977634992105263,-0.994873439824561
18,"STANDING",-0.972607495342466,-0.972607495342466,-0.98596529369863,-0.963006793150685,-0.988685954931507
18,"WALKING",-0.287908078035714,-0.287908078035714,-0.379269262142857,-0.500471147857143,-0.636485896964286
18,"WALKING_DOWN",-0.293531973636364,-0.293531973636364,-0.466516044,-0.381022814727273,-0.701663073636364
18,"WALKING_UP",-0.279146312758621,-0.279146312758621,-0.601463948275862,-0.3691086,-0.781652689310345
19,"LAYING",-0.96626080686747,-0.96626080686747,-0.98478434,-0.953263432771084,-0.985342497710843
19,"SITTING",-0.962074065616438,-0.962074065616438,-0.986423976027397,-0.942229043835616,-0.989450316575342
19,"STANDING",-0.960505683561644,-0.960505683561644,-0.983068923561644,-0.94174504109589,-0.985801637671233
19,"WALKING",0.0648173438653846,0.0648173438653846,0.109450990201923,0.100045071430769,-0.164699977592308
19,"WALKING_DOWN",0.644604325128205,0.644604325128205,0.434490400974359,0.418004608615385,0.0875816618205128
19,"WALKING_UP",0.01738119347275,0.01738119347275,-0.114189605875,-0.06161577145,-0.372790526575
20,"LAYING",-0.960743126176471,-0.960743126176471,-0.984670073823529,-0.9604473725,-0.986749500882353
20,"SITTING",-0.952738043030303,-0.952738043030303,-0.978774578333333,-0.939574435606061,-0.983010276060606
20,"STANDING",-0.92240685739726,-0.92240685739726,-0.956624899041096,-0.883675028630137,-0.94793650109589
20,"WALKING",0.039402280578902,0.039402280578902,-0.0429359302764706,0.0686275147882353,-0.194893253196078
20,"WALKING_DOWN",0.221851587933333,0.221851587933333,-0.0612699838466667,0.0938419436933333,-0.268183423577778
20,"WALKING_UP",0.00872502461176471,0.00872502461176471,-0.255611242098039,0.0223302538235294,-0.37192841627451
21,"LAYING",-0.952596583222222,-0.952596583222222,-0.982800330555556,-0.949278890222222,-0.985915906888889
21,"SITTING",-0.974734999411765,-0.974734999411765,-0.985947225176471,-0.964971113764706,-0.990307349882353
21,"STANDING",-0.958774298089888,-0.958774298089888,-0.974765161910112,-0.949837151797753,-0.976857084157303
21,"WALKING",-0.123455661519231,-0.123455661519231,-0.148138991523077,-0.284775644807692,-0.426930725
21,"WALKING_DOWN",0.245771699004444,0.245771699004444,-0.0802241799933333,-0.184850019535556,-0.452828682444444
21,"WALKING_UP",-0.0810453188106383,-0.0810453188106383,-0.355047693617021,-0.168982721146809,-0.577935642978723
22,"LAYING",-0.934993799305556,-0.934993799305556,-0.971169779305556,-0.926616373333333,-0.981716936388889
22,"SITTING",-0.942167353870968,-0.942167353870968,-0.979303714032258,-0.942077432741935,-0.98547603483871
22,"STANDING",-0.954807661269841,-0.954807661269841,-0.975876006507936,-0.931624303968254,-0.978603529206349
22,"WALKING",0.0722419121669565,0.0722419121669565,0.02291996735,-0.210608043717391,-0.461999528913043
22,"WALKING_DOWN",0.330999221944444,0.330999221944444,-0.0179784626888889,-0.161333309783333,-0.459579670833333
22,"WALKING_UP",0.210282608333333,0.210282608333333,-0.0957840344357143,-0.1280319236,-0.568111869047619
23,"LAYING",-0.962959196805556,-0.962959196805556,-0.987010197361111,-0.949418000972222,-0.984557478611111
23,"SITTING",-0.944080772941176,-0.944080772941176,-0.982375503382353,-0.936593426911765,-0.986514066029412
23,"STANDING",-0.957212267058824,-0.957212267058824,-0.978671485441176,-0.938430293382353,-0.9763992525
23,"WALKING",-0.0988770198220339,-0.0988770198220339,-0.0670819655881356,-0.0120968259523729,0.0115305410508475
23,"WALKING_DOWN",0.127211137694444,0.127211137694444,0.112982475627778,0.0390915481555556,-0.0463117766203704
23,"WALKING_UP",-0.0117536873784314,-0.0117536873784314,-0.311143885098039,-0.156527148792745,-0.504367150588235
24,"LAYING",-0.9718540425,-0.9718540425,-0.985529270555556,-0.953791512638889,-0.982780873888889
24,"SITTING",-0.968979156470588,-0.968979156470588,-0.985555822352941,-0.964633252352941,-0.991306424705882
24,"STANDING",-0.950061017681159,-0.950061017681159,-0.977620953913043,-0.954518594057971,-0.982387268985507
24,"WALKING",-0.299983613965517,-0.299983613965517,-0.399722201034483,-0.403064156896552,-0.507824745862069
24,"WALKING_DOWN",-0.0737699163072727,-0.0737699163072727,-0.263106944836364,-0.304965806363636,-0.497152238363636
24,"WALKING_UP",-0.226402822033898,-0.226402822033898,-0.488487620508475,-0.33443583979661,-0.658751629152542
25,"LAYING",-0.56047777609589,-0.56047777609589,-0.962161355890411,-0.809688545342466,-0.969783262465753
25,"SITTING",-0.970409337076923,-0.970409337076923,-0.989545142461538,-0.966568718615385,-0.99286465
25,"STANDING",-0.972663592162162,-0.972663592162162,-0.984647071216216,-0.967077442837838,-0.985091991216216
25,"WALKING",-0.40528943,-0.40528943,-0.538291424594595,-0.394362401351351,-0.678466069054054
25,"WALKING_DOWN",-0.22010859462069,-0.22010859462069,-0.50048333137931,-0.216082565601724,-0.664713625172414
25,"WALKING_UP",-0.305772199076923,-0.305772199076923,-0.679160843538462,-0.3186346998,-0.777106026615385
26,"LAYING",-0.976785042368421,-0.976785042368421,-0.989970604210526,-0.951863594736842,-0.99219798
26,"SITTING",-0.953079994102564,-0.953079994102564,-0.990898435769231,-0.954052945897436,-0.994466446282051
26,"STANDING",-0.968511694324324,-0.968511694324324,-0.986985213648649,-0.968673955540541,-0.98854482527027
26,"WALKING",-0.223399171830508,-0.223399171830508,-0.290758024915254,-0.392092024067797,-0.51239882559322
26,"WALKING_DOWN",0.114379383742,0.114379383742,-0.1488562664,-0.23531462282,-0.4187798104
26,"WALKING_UP",-0.142874499381818,-0.142874499381818,-0.404463896363636,-0.344427047636364,-0.648099850181818
27,"LAYING",-0.982091652162162,-0.982091652162162,-0.988372773648649,-0.966917594459459,-0.994355043783784
27,"SITTING",-0.979481668857143,-0.979481668857143,-0.989467178285714,-0.963565474,-0.994034710714286
27,"STANDING",-0.972753287375,-0.972753287375,-0.985347620125,-0.968702956625,-0.989532103875
27,"WALKING",-0.238853875263158,-0.238853875263158,-0.230500549298246,-0.396638753684211,-0.562587199473684
27,"WALKING_DOWN",0.108071382861364,0.108071382861364,-0.115421210625,-0.164783206536364,-0.440546586136364
27,"WALKING_UP",-0.160589355980392,-0.160589355980392,-0.479067422156863,-0.286145719598039,-0.699895090784314
28,"LAYING",-0.95811223025,-0.95811223025,-0.978455341875,-0.93710692125,-0.978220270625
28,"SITTING",-0.955789708611111,-0.955789708611111,-0.973274366805556,-0.955175567083333,-0.981213159305556
28,"STANDING",-0.92547165164557,-0.92547165164557,-0.959551987468354,-0.894242469620253,-0.959681019113924
28,"WALKING",-0.1806660203,-0.1806660203,-0.299223359444444,-0.310775945814815,-0.546248758518519
28,"WALKING_DOWN",0.104359216580435,0.104359216580435,-0.0707560279130435,-0.068246324026087,-0.340417305565217
28,"WALKING_UP",-0.186240503960784,-0.186240503960784,-0.388086248235294,-0.263415282690196,-0.620279797647059
29,"LAYING",-0.986493196666667,-0.986493196666667,-0.992725367826087,-0.971923623043478,-0.997322526811594
29,"SITTING",-0.978017021833333,-0.978017021833333,-0.990719807666667,-0.962377332166667,-0.995392308166667
29,"STANDING",-0.984745318923077,-0.984745318923077,-0.990785419538462,-0.980657340461539,-0.992144698923077
29,"WALKING",-0.0955213393716981,-0.0955213393716981,-0.240231677415094,-0.28057326754717,-0.506242118113208
29,"WALKING_DOWN",0.103705165666667,0.103705165666667,-0.138637624454167,-0.122968108816667,-0.539174456458333
29,"WALKING_UP",0.00834360271428571,0.00834360271428571,-0.344324833061224,0.0439627677608163,-0.617340803061225
30,"LAYING",-0.969829984285714,-0.969829984285714,-0.97923282,-0.962284921142857,-0.985086413428571
30,"SITTING",-0.957487221451613,-0.957487221451613,-0.987799055645161,-0.955847323870968,-0.993737388225806
30,"STANDING",-0.930573574915254,-0.930573574915254,-0.971225190169491,-0.913890564915254,-0.972995273898305
30,"WALKING",-0.195140032969231,-0.195140032969231,-0.352111713846154,-0.0229640797463077,-0.472068729846154
30,"WALKING_DOWN",-0.0373901122469355,-0.0373901122469355,-0.293738801622581,-0.095537320533871,-0.574337006451613
30,"WALKING_UP",-0.137627857227385,-0.137627857227385,-0.596600099538461,-0.113608367276923,-0.718780256769231
